	bicalutamide	bleomycin	cetuximab	cisplatin	dabrafenib	docetaxel	doxorubicin	erlotinib	etoposide	gefitinib	gemcitabine	imatinib	lapatinib	methotrexate	paclitaxel	sorafenib	sunitinib	tamoxifen	temozolomide	trametinib	veliparib	vinblastine	vinorelbine
1290806	3.8867932	1.666334	6.50383948	3.3975984	2.10435952	-4.82968198	-2.18453465	2.408565	4.31054677	1.31925963	1.33705717	2.743088	2.428795	0.63075206	-3.13376	2.008625	2.381932	2.97918576	5.76648941	-1.26033599	3.81915682	-2.89374304	-2.27335804
907787	4.79451366	2.5716098	6.65257477	3.34442366	3.60061283	-1.5462681	-1.47078143	3.52886325	1.15716828	2.04177734	-2.03910944	1.27639469	3.41534195	1.22632062	-3.4742396	1.51919882	1.77766485	3.74125154	5.61660505	0.95572847	4.42525616	-1.28853069	-4.7838461
907786	4.4425147	-1.72346551	5.92115569	2.863738	3.93524045	-4.9165	-4.72645291	1.17536438	0.30243451	1.056102	-6.99508758	2.43633367	1.61127664	-0.5407	-6.68159323	2.61034303	0.02159351	4.03843482	5.82687213	-1.05825633	3.904143	-4.06394	-6.40761552
687586	3.76936489	3.3370508	5.67339565	3.44000868	4.48170989	-6.45333561	0.4262797	2.408565	2.20949026	1.69516899	-1.19162823	2.743088	2.428795	0.61829773	-3.13376	2.008625	2.381932	3.92324206	5.4153209	0.38860398	2.45698135	-4.4773335	-4.00627143
905940	4.50674605	4.75897934	6.32210128	2.79245968	2.19712015	-5.08438871	-0.91871104	2.49608552	3.10020254	1.37085406	-1.16311726	-0.35734173	2.46419224	0.68259872	-4.0927968	1.67130857	2.14596902	3.09372405	5.18525352	-2.50227652	3.91409731	-5.23394416	-1.03968051
687588	4.60364394	3.67993442	6.83008094	2.74506187	3.73292526	-3.69486931	-0.13946087	2.408565	5.04799094	1.39632463	-0.32640972	2.743088	2.428795	0.58144621	-3.13376	2.008625	2.381932	4.56915204	6.25810272	-0.74433388	4.37130017	-3.63645113	-2.58964131
907789	3.86353318	-1.98712563	5.99374353	2.06600813	3.20298125	-4.74542771	-3.64122182	2.25439794	-1.67245323	0.97408755	-3.91011587	2.53074795	2.49238828	0.10609423	-4.9771548	1.59488073	2.21519972	2.63766515	5.04963306	0.38978925	3.46239878	-4.80964351	-4.81487762
907788	2.60702743	2.76995923	6.01419334	2.863738	2.68627174	-4.9165	-1.6673926	3.62677186	2.37136231	1.056102	-0.25627392	2.05034964	3.49896278	-0.5407	0.11610916	2.96548029	4.29738163	3.75929698	5.7906621	2.75053466	3.904143	-4.06394	-3.80664327
1290809	4.53701483	0.88105815	7.20398503	4.44689497	4.06653582	-5.00535017	-1.06969576	2.408565	2.43160155	2.39349579	-1.78587582	2.743088	2.428795	1.64440646	-3.13376	2.008625	2.381932	4.68877341	6.48470116	-1.11884748	4.86328229	-3.61679571	-2.62079393
1290808	4.59752524	0.97830374	6.63270261	1.51450701	1.87358855	-5.98237418	-2.80486775	2.408565	1.07384989	1.58103997	-1.88417711	2.743088	2.428795	0.08454054	-3.13376	2.008625	2.381932	3.95996096	5.79744728	-0.8680187	4.18525548	-5.65396098	-5.40747172
905949	4.25281112	1.666334	6.24814392	2.38439979	2.10851239	-6.4671864	-1.75617	2.408565	1.554173	0.67159788	-2.32467	2.743088	2.428795	1.04256211	-3.13376	2.008625	2.381932	4.00096035	5.39133073	-4.9599504	3.46453232	-4.4101432	-3.8381
905948	5.57532537	5.4598766	6.76739283	3.0763274	4.91990135	-7.93497232	1.80947605	2.408565	2.99565923	0.75708019	3.25368244	1.12808043	2.428795	1.09470868	-0.52192723	4.65310664	5.77963145	5.07172931	6.84734624	-0.93249633	4.41894226	-4.90137518	-4.08591565
910691	5.08245326	4.7839422	6.97413152	4.08980303	5.10276327	-3.37636932	-1.4005001	3.60093695	2.4445237	2.21004142	-3.29564972	3.098101	3.35679956	-3.89739483	-3.45744248	2.40914393	3.95447699	4.28442855	5.20589296	2.40722179	4.12421798	-4.77292286	-4.26273618
910692	4.92658414	-2.32399222	6.81112253	3.57629653	4.92708779	-3.60092475	-2.38771624	1.78714289	0.69952874	0.62201935	-4.12829525	3.35278543	0.99262714	-1.13368128	-1.84918983	3.41872345	3.12211744	4.10287379	5.85788486	1.2575066	2.11808781	-1.38406984	-3.46320928
910695	4.25379014	3.97522323	4.81948853	2.863738	4.6885015	-4.9165	-0.037707	2.408565	4.10840178	1.056102	-0.41346176	1.39213037	2.428795	-0.5407	-4.73029893	2.008625	3.55026077	3.98864403	5.78572803	-1.21862503	3.904143	-4.06394	-3.96792478
910694	4.24908474	5.63941667	6.76574286	3.8982589	5.14884142	-5.64487499	0.51864299	2.408565	4.18183407	-0.10171896	1.66547065	2.743088	2.428795	1.58545088	-3.13376	2.008625	2.381932	3.6072987	6.59607871	1.21382887	4.51469616	-3.00165178	-1.86735916
910697	4.63628554	-0.22325067	6.1680738	2.51805306	5.01286199	-5.6447159	-3.4559375	-0.09394715	0.72870475	-0.68314419	-5.08032698	3.27029605	-0.30975115	1.06174411	-4.87547107	0.64230647	2.67852971	3.55739513	6.113339	0.39646753	4.35618006	-4.60901162	-5.48017253
905957	4.22199536	5.49732719	5.43127857	2.53122876	5.07345061	-5.61661716	0.74887044	2.408565	5.66526213	1.82232568	2.62032089	2.743088	2.428795	1.17232076	-3.13376	2.008625	2.381932	4.35494007	5.92579769	-0.59094866	4.48185695	-4.82534807	-0.38199412
910698	3.21497082	-1.26508193	5.36009093	2.863738	4.12841892	-4.9165	-2.25355069	2.408565	0.13344665	1.056102	-3.39325877	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	2.67548132	4.46714442	-0.98809058	3.904143	-4.06394	-4.2778952
908131	4.376683	0.39106926	5.988034	2.64534249	3.245134	-6.41364675	-3.47458114	2.408565	0.08298879	2.09510768	-6.02319965	2.743088	2.428795	-1.96204256	-3.13376	2.008625	2.381932	2.93204614	5.5339	-1.02602	4.53578249	-4.09321399	-5.61724585
949090	4.96276229	3.64084204	4.97204188	3.86510807	5.60395812	-1.43858432	-1.32400085	2.408565	4.46514392	3.01693951	-0.49966656	2.743088	2.428795	2.10064878	-3.13376	2.008625	2.381932	4.69747985	6.90686926	-3.21924055	5.29805878	-0.42962411	0.11566406
949093	6.7794838	7.39900454	6.69562078	6.5793695	6.50047251	0.25233632	2.15990898	2.408565	5.78221176	3.05047483	4.50970261	2.743088	2.428795	3.05667649	-3.13376	2.008625	2.381932	6.01076374	7.87809609	4.42772625	6.33671225	-0.64983957	0.29483813
753563	3.89289015	1.27002163	6.3863134	2.89533524	2.78421647	-2.14204654	-2.86517637	2.94935956	2.94824222	1.08512861	-1.20337792	2.66640464	2.94394656	-3.72031743	-0.02265619	3.6347381	4.30654048	3.19268117	3.8102923	-2.27096278	3.66367378	-3.53178567	-1.61425688
908135	4.376683	0.80084312	5.988034	1.76568717	3.245134	-3.49683846	-1.45296389	3.44797	-0.11085294	2.09035317	0.56147401	3.18869997	3.4148948	-1.06477049	-2.05761927	1.39380943	2.70322225	3.6658	5.5339	-1.02602	2.8066059	-3.23825367	-1.80837386
949094	4.17701323	1.61429339	6.43429792	2.27361458	4.56303308	-5.97423321	-3.28017599	2.408565	-0.83003396	1.35588671	-4.03177317	2.743088	2.428795	1.20665351	-3.13376	2.008625	2.381932	4.29033841	4.84511869	0.34092017	4.41456378	-4.1907374	-4.28032322
908136	3.60105029	4.19003841	6.28697501	3.64014317	2.9508604	-4.5007022	-1.53688602	2.87036819	1.94808794	1.24155884	-1.47023086	2.71970325	1.94286695	-4.70023379	-4.43793219	1.16890574	1.75688759	2.08566093	4.72248685	0.60561124	3.59972368	-5.86551825	-5.48938706
908139	4.376683	-2.85045998	5.988034	3.11380579	3.245134	-4.93690953	-3.48951097	2.408565	1.01333466	0.59487804	0.26989191	2.743088	2.428795	-0.94370988	-3.13376	2.008625	2.381932	3.6658	5.5339	-1.02602	4.27472979	-4.46301857	-5.70486919
908138	4.30892118	-0.40359101	5.51597342	2.863738	4.01872437	-4.9165	-4.14046808	2.408565	-0.72913469	1.056102	-3.28883223	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	4.05690201	6.02785579	-1.02602	3.904143	-4.06394	-4.51943228
924100	5.29631277	1.92348704	6.88658353	3.25331341	3.57863839	-5.70097895	-3.52565785	2.408565	0.26068811	2.35295252	-3.42969071	2.743088	2.428795	-0.6331516	-3.13376	2.008625	2.381932	3.59699682	6.31658654	1.18804944	4.7578638	-4.36642538	-4.59358888
909715	4.376683	-0.14915021	5.988034	2.863738	3.245134	-4.9165	-3.58569744	1.31119354	-1.94275944	1.056102	-6.60976973	2.05186768	2.05186768	-0.5407	-5.36721037	0.66166597	0.36781457	3.6658	5.5339	-1.02602	3.904143	-4.06394	-6.06910808
924106	4.376683	1.55032236	5.988034	2.863738	3.245134	-4.9165	-3.66393258	2.408565	-0.36877644	1.056102	-3.36088656	2.97864976	3.07381162	-0.5407	-3.24952341	1.80603328	4.46010598	3.6658	5.5339	-1.02602	3.904143	-4.06394	-4.38192831
909264	4.81018774	3.41855405	6.77579754	2.863738	3.05077567	-4.9165	-1.88093106	2.408565	1.07456652	1.056102	-2.54370062	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.52279027	5.98398151	-4.88838226	3.904143	-4.06394	-5.05963188
909262	4.47875185	0.78914942	5.98584352	3.24087921	4.22470441	-2.38468457	-1.17752592	3.15822634	2.19908583	0.69459256	-1.31358014	3.15998849	2.91920938	-4.00955294	-2.22339692	2.54188879	3.16044693	3.96098912	5.62582099	2.32370621	3.98226496	-3.37555942	-3.09673241
909263	5.22637146	0.57233749	5.988034	3.9666861	2.86988412	-4.5018782	0.94095064	2.408565	2.42879309	1.22067269	-0.51241072	2.743088	2.428795	-0.16686333	-3.13376	2.008625	2.381932	4.5959857	6.51852949	-4.45361206	4.79271156	-0.59490698	-1.28989811
909260	4.45354606	-0.5792266	6.3391195	3.38984152	4.45509371	-2.91808388	-2.66523422	2.12267959	-0.05709962	0.72371761	-3.72335173	2.90992378	1.4061778	-3.50722662	-3.98969935	1.72649775	1.03400888	3.76194653	5.48032066	2.15250862	3.19005266	-3.52280858	-4.56332501
924107	4.75602595	-3.21054794	4.61028902	3.04806901	3.20877136	-6.11100774	-2.23414921	2.408565	1.48400995	-0.77723702	1.41870015	2.743088	2.428795	1.01876752	-3.13376	2.008625	2.381932	3.8638722	5.84534142	-3.84930458	3.80329464	-5.15908748	-5.40487369
753612	4.376683	3.24607881	5.988034	4.64654437	4.67947483	-1.61888451	0.09379413	3.46740655	1.95267466	2.11281831	-2.11549465	3.49028356	3.27946983	0.38933272	0.14584657	1.91209527	1.90531134	4.30378969	5.90758491	2.62033323	4.4177684	0.32646888	-1.34619112
753610	2.85283773	-0.92050015	6.0369764	1.2465788	2.99255059	-5.48506636	-4.18060535	2.408565	-1.28593102	1.54090672	-4.28149233	2.743088	2.428795	-3.14199814	-3.13376	2.008625	2.381932	3.76231978	5.55407925	-0.14119932	3.84349181	-4.86492653	-5.26788807
717431	4.74575472	-1.35784792	5.98303291	1.94643231	4.21102824	-3.15087552	-2.81943659	2.408565	-0.83174444	1.73296383	-4.60512428	2.743088	2.428795	0.8456757	-3.13376	2.008625	2.381932	4.0545737	5.71659485	-0.98886665	3.57824792	-3.16325945	-3.08827908
753616	3.86184379	4.76836582	6.63430544	2.63525728	4.71196237	-5.65977606	-0.28406189	2.15545397	2.59352587	0.47185896	-1.29480569	3.13166822	3.21860498	1.10917554	-1.89528961	1.7980311	3.46303732	3.59874503	5.9531398	-0.35554416	3.87203305	-4.49122718	-2.71680038
924104	3.76555392	0.51404546	6.35361886	2.863738	-1.57156444	-4.9165	-3.0801079	2.408565	-0.20699546	1.056102	-5.3283111	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.77188164	4.69027524	-3.93699294	3.904143	-4.06394	-5.89073113
753614	4.17948006	1.31915111	5.98482616	3.48151743	4.24897697	-4.10489281	-3.51197091	0.95660767	0.33859591	-1.39949119	-6.54787528	2.97431629	0.7387369	0.23571411	-6.66904511	4.06536786	-0.54809042	3.63701022	5.25867598	0.08259429	4.54039983	-3.86350606	-5.48385217
724873	4.74004784	0.84421261	6.40670425	3.65137431	4.32780294	-6.41248044	-2.78670436	2.408565	-0.20930977	1.5051707	-5.21944288	2.743088	2.428795	1.05692233	-3.13376	2.008625	2.381932	3.7164964	5.8809274	-1.96507162	3.67687804	-3.98788429	-4.57512805
735784	4.28301099	1.93584709	4.63522803	2.99764162	5.14095323	-6.62608283	-3.09964721	0.55647661	0.31201077	1.62947742	-5.8609627	3.52461587	0.89728337	0.48412109	-4.22539625	1.0017436	4.12501496	3.99859519	6.17407171	-2.08804209	4.18833108	-4.98348514	-4.2799592
753618	4.22357798	3.3511298	5.73472672	2.59793887	3.97228367	-6.0308193	-0.57843803	2.97060398	1.88776984	1.56177164	-2.32467	2.86827018	2.72099236	-0.5407	-2.23934707	1.37455601	2.84165025	3.64394078	5.56394561	-1.88451519	3.86498876	-3.92700107	-2.47886259
910915	5.37150476	2.744056	5.35977554	4.42855086	4.33340497	-3.23221796	-0.01625918	2.408565	3.46833793	1.57258915	1.13491172	2.743088	2.428795	0.07397464	-3.13376	2.008625	2.381932	3.48182431	6.47965373	-4.60881331	4.84885017	-2.01287297	-3.52044127
724878	4.84607574	-1.77036636	5.96350743	3.81771975	3.32622591	-5.18069497	-2.38016815	2.408565	0.77031063	2.34515949	-0.68108808	2.743088	2.428795	1.22776127	-3.13376	2.008625	2.381932	4.8154156	6.41739598	-1.15601922	4.70250168	-3.05212737	-3.92651321
724879	4.08364844	3.91867889	6.7667206	2.863738	4.87002593	-4.9165	-1.8169244	2.408565	0.70954009	1.056102	-1.72563571	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.95830029	5.65904632	-2.82616427	3.904143	-4.06394	-5.08462961
910910	4.376683	4.70817949	5.988034	2.863738	3.245134	-4.9165	1.24917166	3.44757336	3.43198318	1.056102	1.53416182	1.814045	1.38753998	-0.5407	-3.13376	2.53089747	2.381932	3.6658	5.5339	-1.02602	3.904143	-4.06394	-0.05707576
910911	4.58124128	3.35170839	3.45130106	2.863738	2.92202721	-4.9165	-1.60024549	3.85727505	2.09091032	1.056102	-1.99172713	2.7052593	3.59141819	-0.5407	-0.59071162	2.36648412	2.53649104	2.90515437	5.32217993	-3.70172725	3.904143	-4.06394	-4.40348413
722058	4.376683	-1.68097366	5.988034	2.04665976	3.245134	-4.41917131	-2.91234237	2.408565	0.62538341	1.21913542	-3.96079251	2.743088	2.428795	1.24597503	-3.13376	2.008625	2.381932	3.6658	5.5339	-1.02602	4.14178307	-2.94619056	-4.24037335
1299080	4.29972526	-1.64089018	4.88262882	2.00706923	-3.74885064	-7.41489563	-1.96655629	2.408565	1.42187323	-1.63282512	-5.18373313	2.743088	2.428795	-3.12514566	-3.13376	2.008625	2.381932	3.50441802	5.82370715	-6.33683592	3.95060401	-5.92888552	-3.76090975
1299081	3.93758085	-0.29526177	6.16775786	2.57426229	3.245134	-5.38829297	-4.34211473	2.408565	0.92280241	0.89863568	-4.56410553	2.743088	2.428795	0.92330892	-3.13376	2.008625	2.381932	4.20252645	5.00359626	-3.13530007	4.27135298	-4.43288276	-3.30266649
906763	3.7717698	-0.23554393	6.33024241	3.09860561	0.67101168	-5.43363559	-3.23990434	2.44857003	-0.80974046	-0.67536858	-4.44108739	-0.21477089	2.17700649	-3.57706018	-4.97570139	0.21703823	1.26258423	3.20425892	5.36610618	1.53288991	3.33707416	-6.33576367	-4.99511082
713878	4.84069454	5.24631427	7.30331612	3.93267401	5.21080197	-4.60737109	-0.97825031	3.86475658	1.546828	-0.04511558	-2.97378234	3.80431104	3.34130219	-1.39456422	-2.56827156	2.18061368	4.84206992	4.72295947	5.39269771	2.70571898	2.38151472	-4.66319582	-2.94550238
749712	4.97473214	-1.23754558	6.33320003	2.30756028	4.15501593	-3.8942114	1.08760397	2.408565	4.90242707	2.50177477	2.68529054	2.743088	2.428795	1.54979706	-3.13376	2.008625	2.381932	4.6298346	6.10909233	-0.12213583	3.97146048	-4.40145158	-4.98083295
910942	4.376683	-2.12324193	5.988034	1.08429874	3.245134	-7.21665672	-3.31675105	2.47652524	-0.50801729	0.84381462	-4.31756507	2.64541443	2.63931363	-1.7982325	-3.25475518	0.92856373	2.69314881	3.60207425	5.5339	-1.02602	2.74092546	-5.42092126	-4.29008373
909749	3.82752704	-0.6821908	5.70529698	3.47727032	2.23797817	-7.22951715	-4.00404403	2.408565	-0.88014297	1.39220512	-6.5276792	2.743088	2.428795	0.32408962	-3.13376	2.008625	2.381932	3.33486374	5.55014351	-3.11174402	4.19478026	-4.97061485	-5.8961448
909748	5.22769109	2.52819644	5.34650699	2.863738	4.97141152	-4.9165	0.75277249	2.408565	4.26362473	1.056102	-0.5684928	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	5.65561679	7.44737626	-3.62135722	3.904143	-4.06394	-1.25396249
1503368	4.28244179	1.666334	6.44904798	3.596484	4.61523656	-3.65884263	-1.75617	2.408565	1.554173	-2.49327794	-2.32467	2.743088	2.428795	-0.2323964	-3.13376	2.008625	2.381932	2.73755039	5.33705327	0.44733228	4.02009328	-2.6814953	-3.8381
909745	3.79971518	4.89259708	7.24369534	2.863738	3.82844278	-4.9165	-0.06452936	2.408565	5.64012583	1.056102	-0.49177638	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	2.56207601	5.22751604	-1.07003731	3.904143	-4.06394	-3.19057709
909744	3.84209928	-1.88044533	6.58383632	2.57627744	3.13719657	-6.14330851	-1.98089278	2.408565	0.63654723	0.17537718	-2.32467	2.743088	2.428795	0.65053829	-3.13376	2.008625	2.381932	3.3687857	5.96688607	-1.2787583	3.24643188	-5.069562	-5.24424798
909747	4.89273417	4.75633189	7.18289705	4.48973975	3.38320075	-6.10090039	-1.09362704	2.408565	6.01422999	2.48842345	1.64030522	2.743088	2.428795	-0.13136837	-3.13376	2.008625	2.381932	4.712165	6.50747542	0.1120331	4.85061249	-1.22723952	-2.00841336
909746	4.96431116	1.666334	3.94294643	2.863738	3.79845603	-4.9165	-1.75617	2.408565	1.554173	1.056102	-2.32467	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	5.27492973	7.01682708	-2.71546999	3.904143	-4.06394	-3.8381
909740	4.05619249	0.91369468	6.81762092	3.76608034	4.94910584	-4.62273447	-0.7070955	2.408565	3.52148298	0.37508896	0.45666424	3.83225168	2.428795	-0.99733524	-4.22698928	2.008625	4.13992273	4.70917332	5.52340898	-1.05356601	4.83815398	-3.21809936	-4.73986662
909743	4.13916255	-2.36378777	6.34121588	3.7287533	4.29539948	-2.0212311	-2.43750672	3.02203281	-0.280117	0.91357688	-4.34993826	0.89691995	3.04064647	-0.33301529	0.05596061	3.74552995	3.79963091	3.51697747	5.15018473	2.04122224	3.2534074	-2.60415566	-5.41460757
909742	4.376683	0.86380187	5.988034	2.863738	3.245134	-4.9165	-2.38297794	1.89003157	0.03675088	1.056102	-4.03980974	1.63307486	1.92154323	-0.5407	-1.96337353	1.46590002	0.75714331	3.6658	5.5339	-1.02602	3.904143	-4.06394	-1.5148855
753583	4.55589138	4.08250568	5.27911816	2.75470387	4.249697	-3.14261277	0.98794873	1.38539444	3.29810878	-0.08339799	0.338625	3.78096755	1.33665426	1.57404573	-3.68480567	2.3663281	4.62626692	4.19515591	6.41331834	-0.02620333	1.94625061	-4.68461345	-4.86493439
1287706	4.61944189	0.66896741	4.62314632	1.67115066	-3.5828103	-5.65185465	-2.03363202	2.408565	2.55956013	1.10033132	-4.5809116	2.743088	2.428795	0.68984277	-3.13376	2.008625	2.381932	4.02365852	5.81399675	-6.03980096	3.99989456	-6.05031007	-5.23327122
1298168	4.376683	4.00653096	5.988034	3.89013639	3.245134	-2.90565886	-0.09483754	2.408565	3.35676091	1.7305649	0.8695173	2.743088	2.428795	1.03889279	-3.13376	2.008625	2.381932	2.9595201	5.5339	-1.02602	2.81062277	-2.17311516	-1.32851252
1298169	4.73636111	3.4263419	6.50920853	2.494884	3.13705368	-5.43431658	0.01424778	2.408565	1.16000592	-0.11831638	-2.32467	2.743088	2.428795	-3.111593	-3.13376	2.008625	2.381932	4.15750094	6.04642767	0.06043304	4.42912169	-4.43077585	-1.48931274
910399	4.82523711	1.80252929	6.20580785	2.79285296	4.43913985	-5.83989094	-1.08337479	2.408565	2.43785056	1.37952421	-0.80251115	2.743088	2.428795	-2.05078916	-3.13376	2.008625	2.381932	4.02753497	6.01674358	-0.16502457	4.34238338	-4.53987096	-3.90205662
907286	4.376683	-0.08833674	5.988034	1.9503481	3.245134	-5.4203349	-2.82984115	2.408565	0.27589437	0.3332228	-4.06255709	2.743088	2.428795	0.89758934	-3.13376	2.008625	2.381932	3.39121059	5.5339	-1.02602	4.24699632	-4.22162066	-3.55537624
907287	4.376683	5.12068146	5.988034	4.07364738	3.245134	-4.53144065	0.25761068	2.408565	2.99766093	1.33743958	1.53495292	2.743088	2.428795	0.1451838	-3.13376	2.008625	2.381932	4.37663463	5.5339	-1.02602	4.46588521	-1.30389431	-0.68992566
907284	4.376683	5.05968211	5.988034	2.863738	3.245134	-4.9165	-1.16111032	2.408565	2.06967182	1.056102	-2.19878515	2.5486458	2.428795	-0.5407	-3.36840304	0.89342844	0.88628169	3.6658	5.5339	-1.02602	3.904143	-4.06394	-3.83372234
907285	4.376683	1.49747331	5.988034	3.01674026	4.90593122	-5.22654548	-1.91378147	2.408565	3.01688198	1.96321072	-2.30748578	2.743088	2.428795	1.47947662	-3.13376	2.008625	2.381932	4.37585762	5.80933068	-3.04612535	4.11766191	-4.70545284	-1.76796725
907282	4.65472679	5.5942142	6.8874149	3.14227236	3.08801788	-5.46443918	-1.40035198	2.28410673	2.39281458	1.86359388	-0.56145067	3.29180448	2.08937146	1.42239654	-4.52278946	2.39851898	4.61544059	4.59983526	5.66615459	2.07563667	4.5492393	-3.70666968	-4.91604414
930299	5.28387497	4.280316	7.66635003	3.29984318	3.50252478	-2.54272328	2.32262477	2.408565	6.08598746	1.15266552	3.45695577	2.743088	2.428795	1.66870876	-3.13376	2.008625	2.381932	5.10155707	6.51188561	0.72825742	4.48090829	-1.19139019	0.86211007
907280	3.58451219	3.90822977	6.34373055	2.72187829	1.41907949	-4.37572472	-0.91339428	2.88278534	1.38470852	1.07921251	-1.86490379	2.90181849	2.48396556	-3.56288473	-1.35428005	0.75923388	1.84359969	3.25109274	5.07728548	-6.87460926	3.51749849	-4.59016194	-3.36650891
907281	4.376683	3.72018945	5.988034	2.88583614	3.245134	-5.79863074	-1.11950792	2.408565	1.49805307	0.79514287	-0.87117207	2.41787985	2.428795	-1.57493305	-5.09080576	1.41765507	1.38186168	3.6658	5.5339	-1.02602	3.49611349	-5.88998698	-4.83767995
907041	3.55223365	-2.12164005	5.68206561	1.80416104	3.29837054	-7.01666675	-3.34191037	2.84018452	-0.94823724	1.26684642	-4.24226898	2.85805985	1.4705164	-0.16248575	-6.04002954	2.74454819	1.79928309	1.96273698	5.01354071	-4.08511608	3.77482181	-6.64600241	-6.99063814
907042	3.75689614	-0.66381917	6.25110648	1.55036587	3.29567673	-5.96491169	-2.7013012	2.408565	-0.93175478	1.64102871	-5.11847025	2.743088	2.428795	0.60879354	-3.13376	2.008625	2.381932	3.68783883	5.51885589	-0.71180245	2.62879328	-4.98127801	-4.84314007
907043	3.62650887	-0.45092998	6.08724061	2.20725247	2.82512743	-4.50713881	-2.86872705	1.65945979	0.31020732	1.25963322	-5.53165692	2.60126707	2.19386743	-4.84777086	-5.24602	1.70349594	0.80577014	2.74904885	4.90684595	-1.02602	3.56210147	-5.19254482	-4.37339423
907044	4.36507938	0.2045286	6.49510957	3.76443018	2.55558562	-3.4455523	-3.1468907	1.7866895	-0.88429049	1.65222505	-4.68356138	3.10008183	2.17049536	-1.56109268	-4.85556908	2.59947293	1.56060303	3.50093921	2.92527515	-0.02837003	4.00172465	-2.52237137	-5.34788195
907045	5.02668639	5.20765192	6.96910525	2.08166666	3.4491988	-2.19717791	-0.12648825	2.408565	6.20580191	1.82152753	2.52860311	2.743088	2.428795	1.94557359	-3.13376	2.008625	2.381932	5.13882598	6.93058545	2.47424624	4.14329795	-3.35705328	-2.49071666
907046	4.05712904	-0.14983974	6.50486339	4.96389872	4.19448502	-2.19152043	-2.20292074	2.408565	1.21570603	2.55011583	-2.42479646	2.743088	2.428795	0.46436437	-3.13376	2.008625	2.381932	3.08021243	5.73045169	-0.67939423	4.89568241	-2.87799108	-5.15239393
907047	4.33406168	-1.48851549	5.37420637	2.863738	3.45486047	-4.9165	-2.42944994	2.408565	1.65976337	1.056102	-5.32407373	2.743088	2.428795	-0.5407	-3.13376	2.008625	2.381932	3.81974632	5.01251784	0.39829123	3.904143	-4.06394	-5.42332177
907048	3.98971627	4.05366965	5.62167784	2.28888367	4.78330977	-6.07003297	-0.51189216	2.408565	4.35872309	-0.04508789	-2.32467	2.743088	2.428795	-0.87673057	-3.13376	2.008625	2.381932	4.09211787	5.17418818	-0.52183468	3.08051413	-3.71948617	-4.5912539
1322224	4.34624465	3.37263232	6.23262073	3.16916986	3.53290164	-5.69737423	2.02073387	2.82682694	4.07788859	0.50914099	1.67655712	2.51658083	2.52023554	-0.18831969	-3.26242421	0.77857821	0.79767378	2.42376352	5.47419257	-1.21034312	3.50015314	-4.96365472	-2.16752414
908471	3.71786937	4.21556588	6.40865728	2.04761892	3.29797453	-5.80405898	0.05015699	2.48597084	3.35789446	1.17035505	0.23913227	2.83836836	3.10227379	0.65776904	-3.12380281	1.29518621	2.32574256	3.7933389	4.83703524	0.10564702	3.92406999	-5.22405329	-2.94257987
924250	5.74103629	1.666334	6.73758045	3.43387833	3.69831454	-4.91721098	-1.75617	2.408565	1.554173	0.90061923	-2.32467	2.743088	2.428795	1.67069704	-3.13376	2.008625	2.381932	4.32621742	6.83211828	0.10311121	4.88828615	-2.7322449	-3.8381
906696	3.47339448	0.77907694	6.33698493	1.19158193	-3.39569416	-4.58522548	-0.99242089	2.408565	1.20364158	1.34213435	-2.35471979	2.743088	2.428795	0.9474504	-3.13376	2.008625	2.381932	3.37059738	3.82613455	-6.39117025	3.51355218	-3.35073237	-1.67717772
906849	4.376683	1.666334	5.988034	2.863738	3.245134	-4.9165	-1.75617	-2.2817744	0.05411645	1.056102	-2.32467	2.743088	-2.23322341	-0.5407	-3.13376	3.02565842	2.381932	3.6658	5.5339	-1.02602	3.904143	-4.06394	-6.67439295
909713	4.15382289	2.0596822	6.76805308	4.37148171	-4.27341705	-5.62366252	-2.33822173	4.09534484	0.98842913	1.93673156	-3.82122277	3.75444519	3.84846291	1.32238564	-4.85542158	-0.50963033	1.51082741	2.30223825	4.87622043	-6.70642999	4.96394157	-3.1092416	-4.14364676
906847	4.60544868	3.02044182	6.82371735	4.9502043	4.39722099	-1.39448252	0.16285856	3.41891241	3.70868049	1.73118887	1.54946128	3.52511594	3.22141402	-1.60582976	-1.71928737	2.28888769	2.2019835	3.06921635	5.99151035	2.47883501	4.57748721	-0.14871662	-2.23038996
906846	4.55193951	-0.25123815	6.43682753	2.71238759	4.21100264	-2.0478574	-3.51905949	2.80720474	-0.8177035	0.52177335	-5.84885447	2.01326188	2.528151	-2.80498282	-0.50297682	2.88542281	3.73795581	3.74667856	5.65202675	2.23023846	3.90312742	-0.7463741	-4.97023055
906844	3.61761404	0.37169979	5.96461969	2.51685625	-4.24168481	-4.09654536	-4.63699533	2.57415836	-2.02607141	0.12720952	-5.01156443	2.59015401	2.33862054	-1.63267108	-3.28913987	1.00903921	1.11929666	3.14200123	4.73989636	-6.58334416	3.50820838	-2.73518963	-3.15387917
